time_min,temperature_C,conversion_pct
31,170,67.02535
32,170,68.18458
33,170,69.30306
34,170,70.38222
35,170,71.42344
36,170,72.42806
37,170,73.39736
38,170,74.33258
39,170,75.23493
40,170,76.10555
41,170,76.94557
42,170,77.75605
43,170,78.53804
44,170,79.29254
45,170,80.02052
46,170,80.7229
47,170,81.4006
48,170,82.05446
49,170,82.68534
50,170,83.29405
51,170,83.88135
52,170,84.448
53,170,84.99474
54,170,85.52225
55,170,86.03122
56,170,86.5223
57,170,86.99611
58,170,87.45327
59,170,87.89435
60,170,88.31993
0,172,0.0
1,172,3.82872
2,172,7.51085
3,172,11.052
4,172,14.45757
5,172,17.73275
6,172,20.88253
7,172,23.91172
8,172,26.82493
9,172,29.6266
10,172,32.321
11,172,34.91224
12,172,37.40427
13,172,39.80088
14,172,42.10574
15,172,44.32235
16,172,46.45409
17,172,48.50421
18,172,50.47584
19,172,52.37198
20,172,54.19553
21,172,55.94925
22,172,57.63583
23,172,59.25784
24,172,60.81774
25,172,62.31792
26,172,63.76066
27,172,65.14816
28,172,66.48254
29,172,67.76583
30,172,68.99999
31,172,70.18689
32,172,71.32835
33,172,72.42611
34,172,73.48184
35,172,74.49714
36,172,75.47358
37,172,76.41263
38,172,77.31572
39,172,78.18424
40,172,79.0195
41,172,79.82279
42,172,80.59532
43,172,81.33827
44,172,82.05277
45,172,82.73992
46,172,83.40076
47,172,84.0363
48,172,84.64751
49,172,85.23531
50,172,85.80061
51,172,86.34426
52,172,86.8671
53,172,87.36993
54,172,87.8535
55,172,88.31855
56,172,88.7658
57,172,89.19593
58,172,89.60959
59,172,90.0074
60,172,90.38999
0,174,0.0
1,174,4.16921
2,174,8.16459
3,174,11.9934
4,174,15.66258
5,174,19.17878
6,174,22.54838
7,174,25.7775
8,174,28.87199
9,174,31.83746
10,174,34.6793
11,174,37.40266
12,174,40.01247
13,174,42.51347
14,174,44.91021
15,174,47.20701
16,174,49.40806
17,174,51.51735
18,174,53.53869
19,174,55.47576
20,174,57.33206
21,174,59.11098
22,174,60.81573
23,174,62.4494
24,174,64.01496
25,174,65.51525
26,174,66.95299
27,174,68.33079
28,174,69.65115
29,174,70.91645
30,174,72.12901
31,174,73.29101
32,174,74.40456
33,174,75.47169
34,174,76.49432
35,174,77.47432
36,174,78.41347
37,174,79.31345
38,174,80.17592
39,174,81.00242
40,174,81.79447
41,174,82.5535
42,174,83.28088
43,174,83.97793
44,174,84.64593
45,174,85.28607
46,174,85.89952
47,174,86.4874
48,174,87.05077
49,174,87.59065
50,174,88.10802
51,174,88.60382
52,174,89.07895
53,174,89.53427
54,174,89.97061
55,174,90.38876
56,174,90.78947
57,174,91.17348
58,174,91.54147
59,174,91.89413
60,174,92.23208
0,176,0.0
1,176,4.53925
2,176,8.87246
3,176,13.00897
4,176,16.95771
5,176,20.72721
6,176,24.3256
7,176,27.76065
8,176,31.03978
9,176,34.17006
10,176,37.15824
11,176,40.01079
12,176,42.73385
13,176,45.33331
14,176,47.81476
15,176,50.18358
16,176,52.44488
17,176,54.60352
18,176,56.66418
19,176,58.63131
20,176,60.50914
21,176,62.30173
22,176,64.01295
23,176,65.64649
24,176,67.20588
25,176,68.69449
26,176,70.11552
27,176,71.47206
28,176,72.76701
29,176,74.00319
30,176,75.18325
31,176,76.30974
32,176,77.3851
33,176,78.41165
34,176,79.3916
35,176,80.32707
36,176,81.22007
37,176,82.07254
38,176,82.88631
39,176,83.66315
40,176,84.40472
41,176,85.11263
42,176,85.7884
43,176,86.4335
44,176,87.04932
45,176,87.63718
46,176,88.19836
47,176,88.73407
48,176,89.24546
49,176,89.73363
50,176,90.19965
51,176,90.64451
52,176,91.06918
53,176,91.47457
54,176,91.86156
55,176,92.23099
56,176,92.58364
57,176,92.92029
58,176,93.24166
59,176,93.54843
60,176,93.84129
0,178,0.0
1,178,4.94129
2,178,9.63841
3,178,14.10343
4,178,18.34783
5,178,22.3825
6,178,26.2178
7,178,29.86359
8,178,33.32923
9,178,36.62362
10,178,39.75523
11,178,42.7321
12,178,45.56187
13,178,48.25181
14,178,50.80884
15,178,53.23952
16,178,55.55009
17,178,57.74648
18,178,59.83435
19,178,61.81905
20,178,63.70568
21,178,65.49909
22,178,67.20388
23,178,68.82443
24,178,70.3649
25,178,71.82926
26,178,73.22125
27,178,74.54447
28,178,75.8023
29,178,76.99798
30,178,78.13457
31,178,79.215
32,178,80.24205
33,178,81.21835
34,178,82.1464
35,178,83.0286
36,178,83.86721
37,178,84.66437
38,178,85.42215
39,178,86.14248
40,178,86.82722
41,178,87.47813
42,178,88.09687
43,178,88.68504
44,178,89.24414
45,178,89.77562
46,178,90.28084
47,178,90.76109
48,178,91.21761
49,178,91.65157
50,178,92.06409
51,178,92.45623
52,178,92.82899
53,178,93.18333
54,178,93.52016
55,178,93.84035
56,178,94.14471
57,178,94.43404
58,178,94.70907
59,178,94.97051
60,178,95.21903
0,180,0.0
1,180,5.37791
2,180,10.46661
3,180,15.28164
4,180,19.83772
5,180,24.14878
6,180,28.22799
7,180,32.08783
8,180,35.74009
9,180,39.19593
10,180,42.46592
11,180,45.56005
12,180,48.48779
13,180,51.25807
14,180,53.87937
15,180,56.3597
16,180,58.70664
17,180,60.92736
18,180,63.02865
19,180,65.01694
20,180,66.8983
21,180,68.67848
22,180,70.36292
23,180,71.95678
24,180,73.46492
25,180,74.89195
26,180,76.24224
27,180,77.51991
28,180,78.72887
29,180,79.87282
30,180,80.95524
31,180,81.97945
32,180,82.94858
33,180,83.86559
34,180,84.73329
35,180,85.55432
36,180,86.33119
37,180,87.06629
38,180,87.76185
39,180,88.42001
40,180,89.04277
41,180,89.63204
42,180,90.18962
43,180,90.71722
44,180,91.21644
45,180,91.68881
46,180,92.13578
47,180,92.55871
48,180,92.9589
49,180,93.33756
50,180,93.69586
51,180,94.03489
52,180,94.35569
53,180,94.65924
54,180,94.94646
55,180,95.21823
56,180,95.47539
57,180,95.71872
58,180,95.94897
59,180,96.16683
60,180,96.37297
0,182,0.0
1,182,5.85192
2,182,11.3614
3,182,16.54846
4,182,21.43198
5,182,26.02972
6,182,30.3584
7,182,34.43377
8,182,38.27066
9,182,41.88301
10,182,45.28397
11,182,48.48591
12,182,51.50048
13,182,54.33863
14,182,57.0107
15,182,59.5264
16,182,61.89488
17,182,64.12477
18,182,66.22416
19,182,68.20069
20,182,70.06156
21,182,71.81354
22,182,73.46299
23,182,75.01591
24,182,76.47796
25,182,77.85445
26,182,79.1504
27,182,80.3705
28,182,81.5192
29,182,82.60068
30,182,83.61888
31,182,84.57749
32,182,85.48
33,182,86.3297
34,182,87.12968
35,182,87.88284
36,182,88.59192
37,182,89.25952
38,182,89.88804
39,182,90.47979
40,182,91.0369
41,182,91.56141
42,182,92.05523
43,182,92.52016
44,182,92.95787
45,182,93.36997
46,182,93.75795
47,182,94.12323
48,182,94.46714
49,182,94.79092
50,182,95.09575
51,182,95.38274
52,182,95.65294
53,182,95.90733
54,182,96.14683
55,182,96.37231
56,182,96.5846
57,182,96.78447
58,182,96.97264
59,182,97.1498
60,182,97.31659
0,184,0.0
1,184,6.36629
2,184,12.32728
3,184,17.90878
4,184,23.13494
5,184,28.02839
6,184,32.61031
7,184,36.90053
8,184,40.91762
9,184,44.67898
10,184,48.20087
11,184,51.49855
12,184,54.58629
13,184,57.47746
14,184,60.18457
15,184,62.71933
16,184,65.09273
17,184,67.31502
18,184,69.39584
19,184,71.34419
20,184,73.1685
21,184,74.87667
22,184,76.4761
23,184,77.9737
24,184,79.37595
25,184,80.68894
26,184,81.91834
27,184,83.06947
28,184,84.14731
29,184,85.15654
30,184,86.10152
31,184,86.98634
32,184,87.81482
33,184,88.59057
34,184,89.31692
35,184,89.99704
36,184,90.63386
37,184,91.23013
38,184,91.78845
39,184,92.31122
40,184,92.80071
41,184,93.25904
42,184,93.68818
43,184,94.09001
44,184,94.46626
45,184,94.81855
46,184,95.14842
47,184,95.45728
48,184,95.74649
49,184,96.01728
50,184,96.27083
51,184,96.50824
52,184,96.73053
53,184,96.93868
54,184,97.13357
55,184,97.31606
56,184,97.48692
57,184,97.64691
58,184,97.79672
59,184,97.93698
60,184,98.06832
0,186,0.0
1,186,6.92418
2,186,13.36891
3,186,19.3674
4,186,24.95054
5,186,30.1471
6,186,34.98384
7,186,39.48567
8,186,43.67579
9,186,47.57578
10,186,51.20573
11,186,54.58433
12,186,57.72899
13,186,60.65591
14,186,63.38016
15,186,65.91579
16,186,68.27584
17,186,70.47247
18,186,72.51701
19,186,74.41998
20,186,76.19119
21,186,77.83975
22,186,79.37417
23,186,80.80234
24,186,82.13162
25,186,83.36885
26,186,84.52042
27,186,85.59226
28,186,86.58988
29,186,87.51842
30,186,88.38266
31,186,89.18707
32,186,89.93577
33,186,90.63264
34,186,91.28125
35,186,91.88495
36,186,92.44685
37,186,92.96985
38,186,93.45663
39,186,93.9097
40,186,94.3314
41,186,94.72391
42,186,95.08923
43,186,95.42926
44,186,95.74575
45,186,96.04032
46,186,96.3145
47,186,96.56969
48,186,96.80721
49,186,97.02828
50,186,97.23405
51,186,97.42557
52,186,97.60383
53,186,97.76974
54,186,97.92417
55,186,98.0679
56,186,98.20169
57,186,98.3262
58,186,98.4421
59,186,98.54997
60,186,98.65037
0,188,0.0
1,188,7.52896
2,188,14.49107
3,188,20.929
4,188,26.88223
5,188,32.38723
6,188,37.47777
7,188,42.18505
8,188,46.53791
9,188,50.56305
10,188,54.28514
11,188,57.72699
12,188,60.90971
13,188,63.8528
14,188,66.57431
15,188,69.09092
16,188,71.41805
17,188,73.56997
18,188,75.55988
19,188,77.39997
20,188,79.10151
21,188,80.67495
22,188,82.12993
23,188,83.47536
24,188,84.71949
25,188,85.86996
26,188,86.9338
27,188,87.91755
28,188,88.82723
29,188,89.66843
30,188,90.44629
31,188,91.16558
32,188,91.83072
33,188,92.44578
34,188,93.01454
35,188,93.54047
36,188,94.02681
37,188,94.47652
38,188,94.89239
39,188,95.27694
40,188,95.63253
41,188,95.96136
42,188,96.26543
43,188,96.5466
44,188,96.80661
45,188,97.04703
46,188,97.26936
47,188,97.47495
48,188,97.66506
49,188,97.84086
50,188,98.00342
51,188,98.15374
52,188,98.29274
53,188,98.42128
54,188,98.54014
55,188,98.65006
56,188,98.75169
57,188,98.84568
58,188,98.93259
59,188,99.01295
60,188,99.08727
0,190,0.0
1,190,8.18421
2,190,15.6986
3,190,22.598
4,190,28.93274
5,190,34.74904
6,190,40.08931
7,190,44.99252
8,190,49.49445
9,190,53.62793
10,190,57.42312
11,190,60.9077
12,190,64.10709
13,190,67.04464
14,190,69.74178
15,190,72.21817
16,190,74.49189
17,190,76.57953
18,190,78.49631
19,190,80.25622
20,190,81.87209
21,190,83.35572
22,190,84.71792
23,190,85.96864
24,190,87.11699
25,190,88.17136
26,190,89.13944
27,190,90.02829
28,190,90.8444
29,190,91.59371
30,190,92.2817
31,190,92.91338
32,190,93.49337
33,190,94.02588
34,190,94.51482
35,190,94.96374
36,190,95.37591
37,190,95.75436
38,190,96.10183
39,190,96.42086
40,190,96.71379
41,190,96.98274
42,190,97.22968
43,190,97.45641
44,190,97.66458
45,190,97.85572
46,190,98.03121
47,190,98.19234
48,190,98.34028
49,190,98.47612
50,190,98.60083
51,190,98.71534
52,190,98.82048
53,190,98.91702
54,190,99.00565
55,190,99.08703
56,190,99.16175
57,190,99.23035
58,190,99.29334
59,190,99.35118
60,190,99.40428
0,192,0.0
1,192,8.89369
2,192,16.9964
3,192,24.37848
4,192,31.10403
5,192,37.23142
6,192,42.81386
7,192,47.89982
8,192,52.53345
9,192,56.75498
10,192,60.60105
11,192,64.10507
12,192,67.29746
13,192,70.20592
14,192,72.85571
15,192,75.26984
16,192,77.46926
17,192,79.47308
18,192,81.29868
19,192,82.96192
20,192,84.47723
21,192,85.85778
22,192,87.11554
23,192,88.26145
24,192,89.30544
25,192,90.25658
26,192,91.12313
27,192,91.91261
28,192,92.63188
29,192,93.28717
30,192,93.88419
31,192,94.42811
32,192,94.92366
33,192,95.37513
34,192,95.78645
35,192,96.16119
36,192,96.50261
37,192,96.81365
38,192,97.09704
39,192,97.35522
40,192,97.59044
41,192,97.80474
42,192,97.99998
43,192,98.17785
44,192,98.33991
45,192,98.48755
46,192,98.62206
47,192,98.74461
48,192,98.85626
49,192,98.95798
50,192,99.05066
51,192,99.13509
52,192,99.21201
53,192,99.28209
54,192,99.34594
55,192,99.40411
56,192,99.45711
57,192,99.50539
58,192,99.54938
59,192,99.58946
60,192,99.62597
0,194,0.0
1,194,9.66138
2,194,18.38933
3,194,26.27405
4,194,33.39699
5,194,39.83176
6,194,45.64484
7,194,50.89629
8,194,55.64039
9,194,59.92614
10,194,63.79782
11,194,67.29545
12,194,70.45516
13,194,73.3096
14,194,75.88826
15,194,78.21779
16,194,80.32225
17,194,82.22339
18,194,83.94085
19,194,85.49239
20,194,86.89402
21,194,88.16024
22,194,89.30413
23,194,90.33749
24,194,91.27103
25,194,92.11436
26,194,92.87623
27,194,93.56448
28,194,94.18624
29,194,94.74793
30,194,95.25535
31,194,95.71375
32,194,96.12786
33,194,96.50196
34,194,96.83992
35,194,97.14523
36,194,97.42104
37,194,97.6702
38,194,97.89529
39,194,98.09864
40,194,98.28233
41,194,98.44828
42,194,98.5982
43,194,98.73363
44,194,98.85598
45,194,98.96651
46,194,99.06636
47,194,99.15656
48,194,99.23805
49,194,99.31166
50,194,99.37817
51,194,99.43825
52,194,99.49252
53,194,99.54155
54,194,99.58584
55,194,99.62585
56,194,99.662
57,194,99.69466
58,194,99.72416
59,194,99.75081
60,194,99.77488
0,196,0.0
1,196,10.49143
2,196,19.88216
3,196,28.28767
4,196,35.81132
5,196,42.54564
6,196,48.57342
7,196,53.96881
8,196,58.79814
9,196,63.1208
10,196,66.98996
11,196,70.45319
12,196,73.55307
13,196,76.32773
14,196,78.81129
15,196,81.03429
16,196,83.02407
17,196,84.80508
18,196,86.39925
19,196,87.82616
20,196,89.10337
21,196,90.24658
22,196,91.26986
23,196,92.18577
24,196,93.0056
25,196,93.73941
26,196,94.39624
27,196,94.98415
28,196,95.51039
29,196,95.98141
30,196,96.40302
31,196,96.78039
32,196,97.11818
33,196,97.42052
34,196,97.69115
35,196,97.93338
36,196,98.1502
37,196,98.34427
38,196,98.51798
39,196,98.67346
40,196,98.81264
41,196,98.93721
42,196,99.04871
43,196,99.14851
44,196,99.23785
45,196,99.31781
46,196,99.38938
47,196,99.45344
48,196,99.51078
49,196,99.56211
50,196,99.60805
51,196,99.64917
52,196,99.68598
53,196,99.71892
54,196,99.74841
55,196,99.77481
56,196,99.79843
57,196,99.81958
58,196,99.83851
59,196,99.85545
60,196,99.87062
0,198,0.0
1,198,11.3882
2,198,21.4795
3,198,30.42157
4,198,38.3453
5,198,45.36667
6,198,51.58842
7,198,57.10163
8,198,61.98698
9,198,66.31598
10,198,70.15199
11,198,73.55114
12,198,76.56319
13,198,79.23222
14,198,81.5973
15,198,83.69304
16,198,85.55011
17,198,87.19569
18,198,88.65387
19,198,89.94599
20,198,91.09096
21,198,92.10554
22,198,93.00458
23,198,93.80123
24,198,94.50716
25,198,95.1327
26,198,95.68699
27,198,96.17817
28,198,96.61341
29,198,96.99908
30,198,97.34083
31,198,97.64366
32,198,97.91201
33,198,98.14979
34,198,98.3605
35,198,98.54721
36,198,98.71265
37,198,98.85926
38,198,98.98917
39,198,99.10428
40,198,99.20629
41,198,99.29668
42,198,99.37678
43,198,99.44775
44,198,99.51064
45,198,99.56637
46,198,99.61575
47,198,99.65951
48,198,99.69829
49,198,99.73265
50,198,99.76309
51,198,99.79007
52,198,99.81398
53,198,99.83516
54,198,99.85394
55,198,99.87057
56,198,99.88531
57,198,99.89837
58,198,99.90994
59,198,99.9202
60,198,99.92929
0,200,0.0
1,200,12.3562
2,200,23.18565
3,200,32.67698
4,200,40.99555
5,200,48.28626
6,200,54.67612
7,200,60.27643
8,200,65.18475
9,200,69.48659
10,200,73.25689
11,200,76.56132
12,200,79.45746
13,200,81.99573
14,200,84.22038
15,200,86.17014
16,200,87.87898
17,200,89.37668
18,200,90.68932
19,200,91.83977
20,200,92.84806
21,200,93.73177
22,200,94.50629
23,200,95.1851
24,200,95.78004
25,200,96.30147
26,200,96.75846
27,200,97.15899
28,200,97.51004
29,200,97.8177
30,200,98.08735
31,200,98.32368
32,200,98.53081
33,200,98.71235
34,200,98.87145
35,200,99.0109
36,200,99.13311
37,200,99.24023
38,200,99.33411
39,200,99.41639
40,200,99.4885
41,200,99.5517
42,200,99.60709
43,200,99.65564
44,200,99.69819
45,200,99.73548
46,200,99.76817
47,200,99.79681
48,200,99.82192
49,200,99.84392
50,200,99.86321
51,200,99.88011
52,200,99.89492
53,200,99.90791
54,200,99.91929
55,200,99.92926
56,200,99.938
57,200,99.94566
58,200,99.95238
59,200,99.95826
60,200,99.96342
