Wavenumber,Absorbance,Wavenumber,Absorbance,Wavenumber,Absorbance,Wavenumber,Absorbance,Wavenumber,Absorbance
2661.936561,0.03539571,2661.936561,0.03351545,2661.936561,0.03302923,2661.936561,0.03399600,2661.936561,0.03629842
2656.093489,0.03566172,2656.093489,0.03364664,2656.093489,0.03300930,2656.093489,0.03382696,2656.093489,0.03600039
2650.250417,0.03594119,2650.250417,0.03379389,2650.250417,0.03300621,2650.250417,0.03367365,2650.250417,0.03571521
2644.407346,0.03623331,2644.407346,0.03395660,2644.407346,0.03301961,2644.407346,0.03353593,2644.407346,0.03544292
2638.564274,0.03653745,2638.564274,0.03413434,2638.564274,0.03304927,2638.564274,0.03341380,2638.564274,0.03518367
2632.721202,0.03685307,2632.721202,0.03432676,2632.721202,0.03309505,2632.721202,0.03330730,2632.721202,0.03493772
2626.878130,0.03717969,2626.878130,0.03453353,2626.878130,0.03315684,2626.878130,0.03321653,2626.878130,0.03470533
2621.035058,0.03751682,2621.035058,0.03475435,2621.035058,0.03323450,2621.035058,0.03314156,2621.035058,0.03448677
2615.191987,0.03786399,2615.191987,0.03498889,2615.191987,0.03332793,2615.191987,0.03308249,2615.191987,0.03428232
2609.348915,0.03822073,2609.348915,0.03523684,2609.348915,0.03343697,2609.348915,0.03303937,2609.348915,0.03409222
2603.505843,0.03858656,2603.505843,0.03549785,2603.505843,0.03356148,2603.505843,0.03301224,2603.505843,0.03391672
2597.662771,0.03896097,2597.662771,0.03577156,2597.662771,0.03370128,2597.662771,0.03300115,2597.662771,0.03375605
2591.819699,0.03934346,2591.819699,0.03605761,2591.819699,0.03385617,2591.819699,0.03300609,2591.819699,0.03361041
2585.976628,0.03973351,2585.976628,0.03635560,2585.976628,0.03402595,2585.976628,0.03302704,2585.976628,0.03347999
2580.133556,0.04013061,2580.133556,0.03666514,2580.133556,0.03421039,2580.133556,0.03306399,2580.133556,0.03336496
2574.290484,0.04053422,2574.290484,0.03698581,2574.290484,0.03440923,2574.290484,0.03311688,2574.290484,0.03326547
2568.447412,0.04094380,2568.447412,0.03731719,2568.447412,0.03462220,2568.447412,0.03318563,2568.447412,0.03318164
2562.604341,0.04135879,2562.604341,0.03765882,2562.604341,0.03484903,2562.604341,0.03327014,2562.604341,0.03311358
2556.761269,0.04177865,2556.761269,0.03801024,2556.761269,0.03508941,2556.761269,0.03337031,2556.761269,0.03306139
2550.918197,0.04220282,2550.918197,0.03837100,2550.918197,0.03534301,2550.918197,0.03348600,2550.918197,0.03302513
2545.075125,0.04263072,2545.075125,0.03874060,2545.075125,0.03560949,2545.075125,0.03361704,2545.075125,0.03300485
2539.232053,0.04306178,2539.232053,0.03911856,2539.232053,0.03588850,2539.232053,0.03376328,2539.232053,0.03300057
2533.388982,0.04349543,2533.388982,0.03950436,2533.388982,0.03617967,2533.388982,0.03392450,2533.388982,0.03301230
2527.545910,0.04393110,2527.545910,0.03989749,2527.545910,0.03648260,2527.545910,0.03410049,2527.545910,0.03304001
2521.702838,0.04436819,2521.702838,0.04029743,2521.702838,0.03679689,2521.702838,0.03429103,2521.702838,0.03308368
2515.859766,0.04480613,2515.859766,0.04070365,2515.859766,0.03712213,2515.859766,0.03449584,2515.859766,0.03314324
2510.016694,0.04524432,2510.016694,0.04111559,2510.016694,0.03745787,2510.016694,0.03471467,2510.016694,0.03321862
2504.173623,0.04568220,2504.173623,0.04153272,2504.173623,0.03780367,2504.173623,0.03494721,2504.173623,0.03330971
2498.330551,0.04611916,2498.330551,0.04195447,2498.330551,0.03815907,2498.330551,0.03519316,2498.330551,0.03341639
2492.487479,0.04655463,2492.487479,0.04238028,2492.487479,0.03852359,2492.487479,0.03545219,2492.487479,0.03353852
2486.644407,0.04698803,2486.644407,0.04280959,2486.644407,0.03889675,2486.644407,0.03572396,2486.644407,0.03367593
2480.801336,0.04741878,2480.801336,0.04324182,2480.801336,0.03927805,2480.801336,0.03600809,2480.801336,0.03382844
2474.958264,0.04784631,2474.958264,0.04367640,2474.958264,0.03966698,2474.958264,0.03630421,2474.958264,0.03399586
2469.115192,0.04827004,2469.115192,0.04411274,2469.115192,0.04006302,2469.115192,0.03661194,2469.115192,0.03417794
2463.272120,0.04868941,2463.272120,0.04455026,2463.272120,0.04046565,2463.272120,0.03693084,2463.272120,0.03437446
2457.429048,0.04910386,2457.429048,0.04498839,2457.429048,0.04087432,2457.429048,0.03726051,2457.429048,0.03458515
2451.585977,0.04951284,2451.585977,0.04542652,2451.585977,0.04128849,2451.585977,0.03760050,2451.585977,0.03480973
2445.742905,0.04991580,2445.742905,0.04586410,2445.742905,0.04170762,2445.742905,0.03795035,2445.742905,0.03504789
2439.899833,0.05031221,2439.899833,0.04630051,2439.899833,0.04213113,2439.899833,0.03830961,2439.899833,0.03529933
2434.056761,0.05070153,2434.056761,0.04673520,2434.056761,0.04255847,2434.056761,0.03867779,2434.056761,0.03556370
2428.213689,0.05108325,2428.213689,0.04716757,2428.213689,0.04298907,2428.213689,0.03905440,2428.213689,0.03584066
2422.370618,0.05145685,2422.370618,0.04759705,2422.370618,0.04342234,2422.370618,0.03943894,2422.370618,0.03612983
2416.527546,0.05182185,2416.527546,0.04802307,2416.527546,0.04385773,2416.527546,0.03983089,2416.527546,0.03643083
2410.684474,0.05217775,2410.684474,0.04844505,2410.684474,0.04429463,2410.684474,0.04022974,2410.684474,0.03674326
2404.841402,0.05252408,2404.841402,0.04886245,2404.841402,0.04473248,2404.841402,0.04063495,2404.841402,0.03706670
2398.998331,0.05286037,2398.998331,0.04927469,2398.998331,0.04517068,2398.998331,0.04104597,2398.998331,0.03740071
2393.155259,0.05318619,2393.155259,0.04968123,2393.155259,0.04560865,2393.155259,0.04146228,2393.155259,0.03774486
2387.312187,0.05350108,2387.312187,0.05008153,2387.312187,0.04604582,2387.312187,0.04188329,2387.312187,0.03809869
2381.469115,0.05380464,2381.469115,0.05047505,2381.469115,0.04648159,2381.469115,0.04230847,2381.469115,0.03846171
2375.626043,0.05409646,2375.626043,0.05086127,2375.626043,0.04691538,2375.626043,0.04273723,2375.626043,0.03883346
2369.782972,0.05437615,2369.782972,0.05123968,2369.782972,0.04734662,2369.782972,0.04316902,2369.782972,0.03921343
2363.939900,0.05464334,2363.939900,0.05160976,2363.939900,0.04777473,2363.939900,0.04360324,2363.939900,0.03960112
2358.096828,0.05489767,2358.096828,0.05197104,2358.096828,0.04819914,2358.096828,0.04403933,2358.096828,0.03999600
2352.253756,0.05513879,2352.253756,0.05232301,2352.253756,0.04861928,2352.253756,0.04447669,2352.253756,0.04039756
2346.410684,0.05536640,2346.410684,0.05266522,2346.410684,0.04903460,2346.410684,0.04491476,2346.410684,0.04080526
2340.567613,0.05558019,2340.567613,0.05299721,2340.567613,0.04944453,2340.567613,0.04535294,2340.567613,0.04121855
2334.724541,0.05577986,2334.724541,0.05331853,2334.724541,0.04984854,2334.724541,0.04579065,2334.724541,0.04163688
2328.881469,0.05596516,2328.881469,0.05362876,2328.881469,0.05024609,2328.881469,0.04622730,2328.881469,0.04205969
2323.038397,0.05613584,2323.038397,0.05392749,2323.038397,0.05063664,2323.038397,0.04666232,2323.038397,0.04248643
2317.195326,0.05629167,2317.195326,0.05421431,2317.195326,0.05101967,2317.195326,0.04709512,2317.195326,0.04291652
2311.352254,0.05643244,2311.352254,0.05448884,2311.352254,0.05139467,2311.352254,0.04752512,2311.352254,0.04334939
2305.509182,0.05655797,2305.509182,0.05475072,2305.509182,0.05176115,2305.509182,0.04795176,2305.509182,0.04378446
2299.666110,0.05666808,2299.666110,0.05499960,2299.666110,0.05211861,2299.666110,0.04837447,2299.666110,0.04422115
2293.823038,0.05676264,2293.823038,0.05523514,2293.823038,0.05246658,2293.823038,0.04879267,2293.823038,0.04465888
2287.979967,0.05684151,2287.979967,0.05545703,2287.979967,0.05280460,2287.979967,0.04920582,2287.979967,0.04509706
2282.136895,0.05690459,2282.136895,0.05566498,2282.136895,0.05313220,2282.136895,0.04961335,2282.136895,0.04553511
2276.293823,0.05695179,2276.293823,0.05585871,2276.293823,0.05344896,2276.293823,0.05001474,2276.293823,0.04597245
2270.450751,0.05698305,2270.450751,0.05603796,2270.450751,0.05375445,2270.450751,0.05040944,2270.450751,0.04640850
2264.607679,0.05699834,2264.607679,0.05620248,2264.607679,0.05404827,2264.607679,0.05079692,2264.607679,0.04684266
2258.764608,0.05699763,2258.764608,0.05635207,2258.764608,0.05433003,2258.764608,0.05117668,2258.764608,0.04727437
2252.921536,0.05698091,2252.921536,0.05648652,2252.921536,0.05459934,2252.921536,0.05154819,2252.921536,0.04770305
2247.078464,0.05694823,2247.078464,0.05660566,2247.078464,0.05485585,2247.078464,0.05191098,2247.078464,0.04812812
2241.235392,0.05689960,2241.235392,0.05670932,2241.235392,0.05509922,2241.235392,0.05226455,2241.235392,0.04854902
2235.392321,0.05683511,2235.392321,0.05679736,2235.392321,0.05532912,2235.392321,0.05260843,2235.392321,0.04896518
2229.549249,0.05675484,2229.549249,0.05686967,2229.549249,0.05554525,2229.549249,0.05294217,2229.549249,0.04937606
2223.706177,0.05665889,2223.706177,0.05692615,2223.706177,0.05574732,2223.706177,0.05326531,2223.706177,0.04978111
2217.863105,0.05654740,2217.863105,0.05696673,2217.863105,0.05593505,2217.863105,0.05357744,2217.863105,0.05017978
2212.020033,0.05642050,2212.020033,0.05699136,2212.020033,0.05610820,2212.020033,0.05387812,2212.020033,0.05057154
2206.176962,0.05627838,2206.176962,0.05699999,2206.176962,0.05626654,2206.176962,0.05416697,2206.176962,0.05095587
2200.333890,0.05612122,2200.333890,0.05699262,2200.333890,0.05640985,2200.333890,0.05444359,2200.333890,0.05133226
2194.490818,0.05594923,2194.490818,0.05696925,2194.490818,0.05653795,2194.490818,0.05470762,2194.490818,0.05170020
2188.647746,0.05576263,2188.647746,0.05692993,2188.647746,0.05665067,2188.647746,0.05495871,2188.647746,0.05205921
2182.804674,0.05556169,2182.804674,0.05687470,2182.804674,0.05674785,2182.804674,0.05519651,2182.804674,0.05240881
2176.961603,0.05534666,2176.961603,0.05680363,2176.961603,0.05682936,2176.961603,0.05542072,2176.961603,0.05274852
2171.118531,0.05511783,2171.118531,0.05671682,2171.118531,0.05689510,2171.118531,0.05563103,2171.118531,0.05307791
2165.275459,0.05487551,2165.275459,0.05661439,2165.275459,0.05694497,2165.275459,0.05582717,2165.275459,0.05339652
2159.432387,0.05462003,2159.432387,0.05649647,2159.432387,0.05697892,2159.432387,0.05600886,2159.432387,0.05370394
2153.589316,0.05435171,2153.589316,0.05636322,2153.589316,0.05699689,2153.589316,0.05617588,2153.589316,0.05399975
2147.746244,0.05407092,2147.746244,0.05621482,2147.746244,0.05699887,2147.746244,0.05632799,2147.746244,0.05428355
2141.903172,0.05377804,2141.903172,0.05605146,2141.903172,0.05698484,2141.903172,0.05646500,2141.903172,0.05455498
2136.060100,0.05347345,2136.060100,0.05587336,2136.060100,0.05695483,2136.060100,0.05658672,2136.060100,0.05481367
2130.217028,0.05315756,2130.217028,0.05568077,2130.217028,0.05690888,2130.217028,0.05669299,2130.217028,0.05505927
2124.373957,0.05283080,2124.373957,0.05547393,2124.373957,0.05684705,2124.373957,0.05678366,2124.373957,0.05529145
2118.530885,0.05249359,2118.530885,0.05525313,2118.530885,0.05676942,2118.530885,0.05685863,2118.530885,0.05550992
2112.687813,0.05214639,2112.687813,0.05501865,2112.687813,0.05667610,2112.687813,0.05691777,2112.687813,0.05571436
2106.844741,0.05178966,2106.844741,0.05477081,2106.844741,0.05656721,2106.844741,0.05696103,2106.844741,0.05590452
2101.001669,0.05142387,2101.001669,0.05450994,2101.001669,0.05644289,2101.001669,0.05698834,2101.001669,0.05608014
2095.158598,0.05104952,2095.158598,0.05423640,2095.158598,0.05630332,2095.158598,0.05699966,2095.158598,0.05624098
2089.315526,0.05066710,2089.315526,0.05395053,2089.315526,0.05614867,2089.315526,0.05699497,2089.315526,0.05638684
2083.472454,0.05027713,2083.472454,0.05365273,2083.472454,0.05597915,2083.472454,0.05697430,2083.472454,0.05651750
2077.629382,0.04988012,2077.629382,0.05334339,2077.629382,0.05579499,2077.629382,0.05693765,2077.629382,0.05663281
2071.786311,0.04947660,2071.786311,0.05302293,2071.786311,0.05559644,2071.786311,0.05688509,2071.786311,0.05673261
2065.943239,0.04906711,2065.943239,0.05269176,2065.943239,0.05538376,2065.943239,0.05681667,2065.943239,0.05681676
2060.100167,0.04865219,2060.100167,0.05235034,2060.100167,0.05515723,2060.100167,0.05673250,2060.100167,0.05688516
2054.257095,0.04823241,2054.257095,0.05199912,2054.257095,0.05491715,2054.257095,0.05663269,2054.257095,0.05693770
2048.414023,0.04780832,2048.414023,0.05163856,2048.414023,0.05466385,2048.414023,0.05651736,2048.414023,0.05697433
2042.570952,0.04738048,2042.570952,0.05126916,2042.570952,0.05439767,2042.570952,0.05638667,2042.570952,0.05699499
2036.727880,0.04694947,2036.727880,0.05089139,2036.727880,0.05411895,2036.727880,0.05624080,2036.727880,0.05699965
2030.884808,0.04651585,2030.884808,0.05050576,2030.884808,0.05382807,2030.884808,0.05607994,2030.884808,0.05698831
2025.041736,0.04608022,2025.041736,0.05011280,2025.041736,0.05352542,2025.041736,0.05590430,2025.041736,0.05696099
2019.198664,0.04564314,2019.198664,0.04971301,2019.198664,0.05321141,2019.198664,0.05571413,2019.198664,0.05691771
2013.355593,0.04520521,2013.355593,0.04930694,2013.355593,0.05288644,2013.355593,0.05550966,2013.355593,0.05685855
2007.512521,0.04476701,2007.512521,0.04889513,2007.512521,0.05255095,2007.512521,0.05529119,2007.512521,0.05678357
2001.669449,0.04432911,2001.669449,0.04847812,2001.669449,0.05220540,2001.669449,0.05505898,2001.669449,0.05669287
1995.826377,0.04389211,1995.826377,0.04805648,1995.826377,0.05185023,1995.826377,0.05481337,1995.826377,0.05658659
1989.983306,0.04345659,1989.983306,0.04763076,1989.983306,0.05148594,1989.983306,0.05455467,1989.983306,0.05646485
1984.140234,0.04302312,1984.140234,0.04720153,1984.140234,0.05111299,1984.140234,0.05428322,1984.140234,0.05632782
1978.297162,0.04259229,1978.297162,0.04676937,1978.297162,0.05073189,1978.297162,0.05399940,1978.297162,0.05617569
1972.454090,0.04216468,1972.454090,0.04633484,1972.454090,0.05034315,1972.454090,0.05370358,1972.454090,0.05600866
1966.611018,0.04174084,1966.611018,0.04589854,1966.611018,0.04994728,1966.611018,0.05339615,1966.611018,0.05582694
1960.767947,0.04132135,1960.767947,0.04546104,1960.767947,0.04954482,1960.767947,0.05307752,1960.767947,0.05563079
1954.924875,0.04090676,1954.924875,0.04502292,1954.924875,0.04913629,1954.924875,0.05274813,1954.924875,0.05542046
1949.081803,0.04049764,1949.081803,0.04458477,1949.081803,0.04872225,1949.081803,0.05240840,1949.081803,0.05519624
1943.238731,0.04009451,1943.238731,0.04414718,1943.238731,0.04830325,1943.238731,0.05205879,1943.238731,0.05495842
1937.395659,0.03969793,1937.395659,0.04371072,1937.395659,0.04787984,1937.395659,0.05169977,1937.395659,0.05470732
1931.552588,0.03930842,1931.552588,0.04327598,1931.552588,0.04745259,1931.552588,0.05133182,1931.552588,0.05444328
1925.709516,0.03892650,1925.709516,0.04284355,1925.709516,0.04702208,1925.709516,0.05095542,1925.709516,0.05416664
1919.866444,0.03855268,1919.866444,0.04241399,1919.866444,0.04658887,1919.866444,0.05057109,1919.866444,0.05387780
1914.023372,0.03818747,1914.023372,0.04198789,1914.023372,0.04615356,1914.023372,0.05017935,1914.023372,0.05357713
1908.180301,0.03783136,1908.180301,0.04156584,1908.180301,0.04571675,1908.180301,0.04978076,1908.180301,0.05326509
1902.337229,0.03748486,1902.337229,0.04114844,1902.337229,0.04527907,1902.337229,0.04937590,1902.337229,0.05294218
1896.494157,0.03714850,1896.494157,0.04073634,1896.494157,0.04484125,1896.494157,0.04896551,1896.494157,0.05260903
1890.651085,0.03682290,1890.651085,0.04033032,1890.651085,0.04440418,1890.651085,0.04855050,1890.651085,0.05226655
1884.808013,0.03650886,1884.808013,0.03993145,1884.808013,0.04396910,1884.808013,0.04813228,1884.808013,0.05191622
1878.964942,0.03620762,1878.964942,0.03954135,1878.964942,0.04353805,1878.964942,0.04771320,1878.964942,0.05156063
1873.121870,0.03592127,1873.121870,0.03916284,1873.121870,0.04311460,1873.121870,0.04729754,1873.121870,0.05120465
1867.278798,0.03565366,1867.278798,0.03880108,1867.278798,0.04270530,1867.278798,0.04689319,1867.278798,0.05085737
1861.435726,0.03541190,1861.435726,0.03846557,1861.435726,0.04232227,1861.435726,0.04651484,1861.435726,0.05053570
1855.592654,0.03520914,1855.592654,0.03817375,1855.592654,0.04198760,1855.592654,0.04618911,1855.592654,0.05027029
1849.749583,0.03506904,1849.749583,0.03795675,1849.749583,0.04174061,1849.749583,0.04596315,1849.749583,0.05011502
1843.906511,0.03503298,1843.906511,0.03786864,1843.906511,0.04164897,1843.906511,0.04591761,1843.906511,0.05016157
1838.063439,0.03517091,1838.063439,0.03800002,1838.063439,0.04182531,1838.063439,0.04618565,1838.063439,0.05056016
1832.220367,0.03559668,1832.220367,0.03849719,1832.220367,0.04245002,1832.220367,0.04697893,1832.220367,0.05154766
1826.377295,0.03648859,1826.377295,0.03958727,1826.377295,0.04380079,1826.377295,0.04862051,1826.377295,0.05348256
1820.534224,0.03811446,1820.534224,0.04160845,1820.534224,0.04628742,1820.534224,0.05158288,1820.534224,0.05688445
1814.691152,0.04085942,1814.691152,0.04504238,1814.691152,0.05048801,1814.691152,0.05652616,1814.691152,0.06247216
1808.848080,0.04525169,1808.848080,0.05054298,1808.848080,0.05717934,1808.848080,0.06432802,1808.848080,0.07119119
1803.005008,0.05197943,1803.005008,0.05895258,1803.005008,0.06735044,1803.005008,0.07609272,1803.005008,0.08421666
1797.161937,0.06188863,1797.161937,0.07129328,1797.161937,0.08218539,1797.161937,0.09312405,1797.161937,0.10291607
1791.318865,0.07595089,1791.318865,0.08872057,1791.318865,0.10300085,1791.318865,0.11684667,1791.318865,0.12875635
1785.475793,0.09519075,1785.475793,0.11242773,1785.475793,0.13112634,1785.475793,0.14866462,1785.475793,0.16314537
1779.632721,0.12056676,1779.632721,0.14349590,1779.632721,0.16772377,1779.632721,0.18975557,1779.632721,0.20720913
1773.789649,0.15280895,1773.789649,0.18269553,1773.789649,0.21355561,1773.789649,0.24081428,1773.789649,0.26152217
1767.946578,0.19222718,1767.946578,0.23025927,1767.946578,0.26872781,1767.946578,0.30177712,1767.946578,0.32582756
1762.103506,0.23851809,1762.103506,0.28566159,1762.103506,0.33245015,1762.103506,0.37157649,1762.103506,0.39879952
1756.260434,0.29060917,1756.260434,0.34745193,1756.260434,0.40286861,1756.260434,0.44798485,1756.260434,0.47791041
1750.417362,0.34658326,1750.417362,0.41319185,1750.417362,0.47702504,1750.417362,0.52760611,1750.417362,0.55945903
1744.574290,0.40372144,1744.574290,0.47953743,1744.574290,0.55098715,1744.574290,0.60605552,1744.574290,0.63879677
1738.731219,0.45868590,1738.731219,0.54248683,1738.731219,0.62016405,1738.731219,0.67833671,1738.731219,0.71075209
1732.888147,0.50783833,1732.888147,0.59778043,1732.888147,0.67978527,1732.888147,0.73938349,1732.888147,0.77021122
1727.045075,0.54765860,1727.045075,0.64140539,1727.045075,0.72548129,1727.045075,0.78469203,1727.045075,0.81277125
1721.202003,0.57520130,1721.202003,0.67012655,1721.202003,0.75387262,1721.202003,0.81093910,1721.202003,0.83535510
1715.358932,0.58851133,1715.358932,0.68194985,1715.358932,0.76306159,1715.358932,0.81647357,1715.358932,0.83667418
1709.515860,0.58692028,1709.515860,0.67643003,1709.515860,0.75293171,1709.515860,0.80158455,1709.515860,0.81744688
1703.672788,0.57116442,1703.672788,0.65476033,1703.672788,0.72519330,1703.672788,0.76849073,1703.672788,0.78032660
1697.829716,0.54329869,1697.829716,0.61962371,1697.829716,0.68316317,1697.829716,0.72104921,1697.829716,0.72954964
1691.986644,0.50642123,1691.986644,0.57483192,1691.986644,0.63131832,1691.986644,0.66423736,1691.986644,0.67036798
1686.143573,0.46425950,1686.143573,0.52481942,1686.143573,0.57470596,1686.143573,0.60350275,1686.143573,0.60837022
1680.300501,0.42069305,1680.300501,0.47408300,1680.300501,0.51831479,1680.300501,0.54409507,1680.300501,0.54880799
1674.457429,0.37929448,1674.457429,0.42666097,1674.457429,0.46651059,1674.457429,0.49048726,1674.457429,0.49603297
1668.614357,0.34295847,1668.614357,0.38572888,1668.614357,0.42261644,1668.614357,0.44596448,1668.614357,0.45311747
1662.771285,0.31366450,1662.771285,0.35335790,1662.771285,0.38868127,1662.771285,0.41241930,1662.771285,0.42168860
1656.928214,0.29238870,1656.928214,0.33044660,1656.928214,0.36544136,1656.928214,0.39034973,1656.928214,0.40196505
1651.085142,0.27915220,1651.085142,0.31680613,1651.085142,0.35244600,1651.085142,0.37902394,1651.085142,0.39295416
1645.242070,0.27317373,1645.242070,0.31135736,1645.242070,0.34829828,1645.242070,0.37675643,1645.242070,0.39275088
1639.398998,0.27308453,1639.398998,0.31239080,1639.398998,0.35095525,1639.398998,0.38123636,1639.398998,0.39887869
1633.555927,0.27716474,1633.555927,0.31784273,1633.555927,0.35803711,1633.555927,0.38985634,1633.555927,0.40862227
1627.712855,0.28356802,1627.712855,0.32555135,1627.712855,0.36710777,1627.712855,0.40000467,1627.712855,0.41931731
1621.869783,0.29051272,1621.869783,0.33347037,1621.869783,0.37590439,1621.869783,0.40930011,1621.869783,0.42857923
1616.026711,0.29642893,1616.026711,0.33983005,1616.026711,0.38250717,1616.026711,0.41576239,1616.026711,0.43446619
1610.183639,0.30006014,1610.183639,0.34324592,1610.183639,0.38545146,1610.183639,0.41792228,1610.183639,0.43558186
1604.340568,0.30052437,1604.340568,0.34278179,1604.340568,0.38379049,1604.340568,0.41488106,1604.340568,0.43112893
1598.497496,0.29734285,1598.497496,0.33797721,1598.497496,0.37712061,1598.497496,0.40633234,1598.497496,0.42092655
1592.654424,0.29044576,1592.654424,0.32884992,1592.654424,0.36558052,1592.654424,0.39255828,1592.654424,0.40540391
1586.811352,0.28016274,1586.811352,0.31588212,1586.811352,0.34983358,1586.811352,0.37440869,1586.811352,0.38557674
1580.968280,0.26720234,1580.968280,0.29999362,1580.968280,0.33103492,1580.968280,0.35326252,1580.968280,0.36300395
1575.125209,0.25261752,1575.125209,0.28249681,1575.125209,0.31077463,1575.125209,0.33095917,1575.125209,0.33970742
1569.282137,0.23774551,1569.282137,0.26501717,1569.282137,0.29097607,1569.282137,0.30967347,1569.282137,0.31802517
1563.439065,0.22410227,1563.439065,0.24935547,1563.439065,0.27372058,1563.439065,0.29170240,1563.439065,0.30036387
1557.595993,0.21321151,1557.595993,0.23726950,1557.595993,0.26097607,1557.595993,0.27914220,1557.595993,0.28883403
1551.752922,0.20636138,1551.752922,0.23017312,1551.752922,0.25423422,1551.752922,0.27347077,1551.752922,0.28479415
1545.909850,0.20431196,1545.909850,0.22878886,1545.909850,0.25410918,1545.909850,0.27510647,1545.909850,0.28839312
1540.066778,0.20701651,1540.066778,0.23283737,1540.066778,0.26000418,1540.066778,0.28307219,1540.066778,0.29825709
1534.223706,0.21345219,1534.223706,0.24088027,1534.223706,0.26998355,1534.223706,0.29491796,1534.223706,0.31148149
1528.380634,0.22165791,1528.380634,0.25042489,1528.380634,0.28096558,1528.380634,0.30701681,1528.380634,0.32403211
1522.537563,0.22903264,1522.537563,0.25833613,1522.537563,0.28926618,1522.537563,0.31524012,1522.537563,0.33153138
1516.694491,0.23286192,1516.694491,0.26149374,1516.694491,0.29139470,1516.694491,0.31587271,1516.694491,0.33025082
1510.851419,0.23094466,1510.851419,0.25752533,1510.851419,0.28488580,1510.851419,0.30650892,1510.851419,0.31801877
1505.008347,0.22213191,1505.008347,0.24538931,1505.008347,0.26890566,1505.008347,0.28664215,1505.008347,0.29474811
1499.165275,0.20660064,1499.165275,0.22561453,1499.165275,0.24443025,1499.165275,0.25775087,1499.165275,0.26240731
1493.322204,0.18577206,1493.322204,0.20011910,1493.322204,0.21394090,1493.322204,0.22285990,1493.322204,0.22445563
1487.479132,0.16191020,1487.479132,0.17168050,1487.479132,0.18075387,1487.479132,0.18574109,1487.479132,0.18494944
1481.636060,0.13754613,1481.636060,0.14324600,1481.636060,0.14821873,1481.636060,0.15002820,1481.636060,0.14762103
1475.792988,0.11491860,1475.792988,0.11730607,1475.792988,0.11903753,1475.792988,0.11851552,1475.792988,0.11519992
1469.949917,0.09558898,1469.949917,0.09549908,1469.949917,0.09487628,1469.949917,0.09280338,1469.949917,0.08911926
1464.106845,0.08030253,1464.106845,0.07850773,1464.106845,0.07631144,1464.106845,0.07330832,1464.106845,0.06959591
1458.263773,0.06907318,1458.263773,0.06620137,1458.263773,0.06303801,1458.263773,0.05953676,1458.263773,0.05595909
1452.420701,0.06140587,1452.420701,0.05791471,1452.420701,0.05420635,1452.420701,0.05046996,1452.420701,0.04706406
1446.577629,0.05655474,1446.577629,0.05274659,1446.577629,0.04875823,1446.577629,0.04492379,1446.577629,0.04165621
1440.734558,0.05373925,1440.734558,0.04979624,1440.734558,0.04567834,1440.734558,0.04180353,1440.734558,0.03861452
1434.891486,0.05228121,1434.891486,0.04830397,1434.891486,0.04413386,1434.891486,0.04023456,1434.891486,0.03706541
1429.048414,0.05166307,1429.048414,0.04770315,1429.048414,0.04351716,1429.048414,0.03959215,1429.048414,0.03639773
1423.205342,0.05152889,1423.205342,0.04761163,1423.205342,0.04342621,1423.205342,0.03947073,1423.205342,0.03622206
1417.362270,0.05165530,1417.362270,0.04779378,1417.362270,0.04361757,1417.362270,0.03962918,1417.362270,0.03631126
1411.519199,0.05191391,1411.519199,0.04811664,1411.519199,0.04395654,1411.519199,0.03993703,1411.519199,0.03654543
1405.676127,0.05223815,1405.676127,0.04851294,1405.676127,0.04437711,1405.676127,0.04033286,1405.676127,0.03687118
1399.833055,0.05259946,1399.833055,0.04895557,1399.833055,0.04485518,1399.833055,0.04079773,1399.833055,0.03727647
1393.989983,0.05299313,1393.989983,0.04944291,1393.989983,0.04539390,1393.989983,0.04134129,1393.989983,0.03777857
1388.146912,0.05343180,1388.146912,0.04999261,1388.146912,0.04601822,1388.146912,0.04199768,1388.146912,0.03842168
1382.303840,0.05394469,1382.303840,0.05064161,1382.303840,0.04677603,1382.303840,0.04282820,1382.303840,0.03928139
1376.460768,0.05458072,1376.460768,0.05145030,1376.460768,0.04774393,1376.460768,0.04392896,1376.460768,0.04047420
1370.617696,0.05541466,1370.617696,0.05250998,1370.617696,0.04903637,1370.617696,0.04544207,1370.617696,0.04217065
1364.774624,0.05655527,1364.774624,0.05395238,1364.774624,0.05081713,1364.774624,0.04756913,1364.774624,0.04461074
1358.931553,0.05815461,1358.931553,0.05596026,1358.931553,0.05331162,1358.931553,0.05058542,1358.931553,0.04811945
1353.088481,0.06041722,1353.088481,0.05877747,1353.088481,0.05681815,1353.088481,0.05485215,1353.088481,0.05311960
1347.245409,0.06360729,1347.245409,0.06271630,1347.245409,0.06171531,1347.245409,0.06082357,1347.245409,0.06013795
1341.402337,0.06805127,1341.402337,0.06815890,1341.402337,0.06846179,1341.402337,0.06904441,1341.402337,0.06979952
1335.559265,0.07413292,1335.559265,0.07554948,1335.559265,0.07758465,1335.559265,0.08013305,1335.559265,0.08280499
1329.716194,0.08227757,1329.716194,0.08537376,1329.716194,0.08965196,1329.716194,0.09474599,1329.716194,0.09988640
1323.873122,0.09292319,1323.873122,0.09812291,1323.873122,0.10522716,1323.873122,0.11352097,1323.873122,0.12173892
1318.030050,0.10647681,1318.030050,0.11424122,1318.030050,0.12480469,1318.030050,0.13699875,1318.030050,0.14892938
1312.186978,0.12325766,1312.186978,0.13405919,1312.186978,0.14872967,1312.186978,0.16552803,1312.186978,0.18178776
